SNo,Age,CryoSleep,Destination,FoodCourt,HomePlanet,RoomService,ShoppingMall,Spa,Transported,VIP,VRDeck
2784,1.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
5680,5.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
570,23.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
883,19.0,False,TRAPPIST-1e,5.0,Earth,72.0,0.0,342.0,True,False,188.0
3330,26.0,False,TRAPPIST-1e,7.0,Mars,1178.0,0.0,7.0,False,False,0.0
5949,3.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
899,44.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
6088,37.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
360,18.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
3788,27.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,32.0,False,False,1577.0
4848,44.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
6703,1.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
8484,26.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
4687,43.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
707,41.0,False,TRAPPIST-1e,3425.0,Europa,3594.0,0.0,0.0,False,False,58.0
2851,40.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,822.0,False,False,2.0
3173,18.0,False,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
1301,53.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
7371,10.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
6614,24.0,False,55 Cancri e,893.0,Earth,0.0,0.0,4.0,True,False,8.0
4740,14.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
8359,14.0,False,TRAPPIST-1e,0.0,Mars,1737.0,336.0,0.0,False,False,0.0
8079,17.0,False,TRAPPIST-1e,1.0,Mars,330.0,967.0,0.0,False,False,0.0
3083,31.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
5183,37.0,False,TRAPPIST-1e,20.0,Mars,10.0,868.0,115.0,False,False,0.0
5114,41.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
5845,19.0,False,TRAPPIST-1e,783.0,Mars,61.0,110.0,0.0,True,True,0.0
4705,18.0,False,TRAPPIST-1e,31.0,Mars,1092.0,309.0,0.0,False,False,0.0
7653,32.0,False,55 Cancri e,723.0,Earth,7.0,0.0,6.0,False,False,13.0
8311,33.0,False,TRAPPIST-1e,116.0,Earth,0.0,412.0,379.0,True,False,0.0
1201,18.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6847,16.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
3953,30.0,False,TRAPPIST-1e,0.0,Mars,176.0,2310.0,0.0,True,False,0.0
7168,24.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
79,40.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
210,20.0,False,TRAPPIST-1e,0.0,Mars,1406.0,0.0,11.0,False,False,0.0
6566,25.0,False,TRAPPIST-1e,0.0,Earth,439.0,0.0,557.0,False,False,0.0
4608,18.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,702.0,False,False,0.0
4332,53.0,False,TRAPPIST-1e,81.0,Earth,19.0,85.0,768.0,False,False,489.0
2208,44.0,False,TRAPPIST-1e,4.0,Earth,0.0,6.0,864.0,True,False,33.0
5322,25.0,False,55 Cancri e,123.0,Mars,1410.0,26.0,9.0,False,False,812.0
1289,21.0,False,TRAPPIST-1e,0.0,Earth,965.0,23.0,3.0,False,False,0.0
2051,26.0,False,55 Cancri e,4587.0,Europa,26.0,0.0,102.0,True,False,0.0
6924,50.0,False,TRAPPIST-1e,185.0,Earth,0.0,0.0,1.0,True,False,558.0
505,17.0,False,TRAPPIST-1e,0.0,Earth,1471.0,0.0,45.0,False,False,16.0
5575,27.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
4884,18.0,False,55 Cancri e,339.0,Earth,51.0,1.0,0.0,True,False,436.0
5624,2.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
6906,31.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
1611,17.0,False,TRAPPIST-1e,0.0,Mars,1744.0,136.0,8.0,False,False,8.0
5039,10.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2625,41.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
3961,19.0,False,55 Cancri e,88.0,Mars,1184.0,0.0,0.0,True,False,334.0
3366,36.0,False,TRAPPIST-1e,2.0,Europa,43.0,0.0,14.0,False,False,16337.0
3909,19.0,False,TRAPPIST-1e,0.0,Earth,0.0,4.0,6.0,False,False,773.0
4191,24.0,False,PSO J318.5-22,266.0,Earth,0.0,1455.0,59.0,False,False,0.0
5162,18.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2536,24.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
6877,38.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
2578,31.0,False,TRAPPIST-1e,756.0,Earth,91.0,0.0,0.0,True,False,12.0
5603,22.0,False,TRAPPIST-1e,40.0,Earth,0.0,689.0,0.0,True,False,79.0
6591,22.0,False,TRAPPIST-1e,47.0,Earth,969.0,23.0,134.0,False,False,0.0
7936,21.0,False,55 Cancri e,53.0,Earth,39.0,94.0,33.0,False,False,518.0
6518,53.0,False,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,False,False,0.0
7641,39.0,False,55 Cancri e,0.0,Earth,1663.0,262.0,229.0,False,False,0.0
16,27.0,False,55 Cancri e,122.0,Mars,1286.0,0.0,0.0,False,False,0.0
3981,29.0,False,TRAPPIST-1e,0.0,Earth,715.0,0.0,698.0,False,False,106.0
2712,29.0,False,TRAPPIST-1e,0.0,Earth,1.0,133.0,104.0,False,False,574.0
1061,32.0,False,TRAPPIST-1e,1755.0,Earth,0.0,0.0,0.0,True,False,67.0
1211,18.0,False,TRAPPIST-1e,0.0,Earth,789.0,2.0,0.0,False,False,19.0
1468,30.0,False,TRAPPIST-1e,1376.0,Europa,0.0,43.0,0.0,True,False,1460.0
4095,27.0,False,TRAPPIST-1e,2717.0,Europa,0.0,0.0,0.0,True,False,986.0
8208,15.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
7968,48.0,False,55 Cancri e,717.0,Earth,0.0,0.0,0.0,True,False,10.0
4604,23.0,False,55 Cancri e,0.0,Earth,62.0,0.0,1.0,False,False,2203.0
2647,49.0,False,TRAPPIST-1e,6807.0,Europa,20.0,174.0,3538.0,False,False,2473.0
6875,36.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7958,31.0,False,TRAPPIST-1e,529.0,Europa,0.0,0.0,0.0,False,False,3884.0
3155,38.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
8610,21.0,False,TRAPPIST-1e,0.0,Earth,802.0,1.0,1.0,True,False,0.0
942,56.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
1513,24.0,False,TRAPPIST-1e,3.0,Earth,2.0,0.0,616.0,False,False,161.0
2329,43.0,False,TRAPPIST-1e,9.0,Earth,0.0,1145.0,0.0,False,False,0.0
4850,21.0,False,TRAPPIST-1e,0.0,Earth,582.0,0.0,148.0,False,False,53.0
6409,3.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
402,32.0,False,55 Cancri e,0.0,Earth,0.0,0.0,722.0,False,False,0.0
63,21.0,False,55 Cancri e,37.0,Earth,1946.0,0.0,0.0,False,False,24.0
8591,33.0,False,TRAPPIST-1e,403.0,Earth,1060.0,1.0,0.0,False,False,145.0
7016,35.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
768,10.0,False,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
8067,46.0,False,TRAPPIST-1e,0.0,Earth,135.0,0.0,0.0,False,False,928.0
6141,27.0,False,TRAPPIST-1e,14.0,Earth,352.0,1.0,407.0,False,False,15.0
7812,17.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
5715,41.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
725,36.0,False,55 Cancri e,12180.0,Europa,29.0,0.0,93.0,False,False,17306.0
1813,47.0,False,TRAPPIST-1e,877.0,Earth,7.0,17.0,0.0,False,False,0.0
6244,21.0,False,TRAPPIST-1e,0.0,Earth,588.0,17.0,0.0,False,False,1548.0
7276,33.0,False,55 Cancri e,73.0,Europa,0.0,31.0,8493.0,False,False,9065.0
1206,1.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
1545,41.0,False,TRAPPIST-1e,666.0,Earth,139.0,6.0,71.0,False,False,25.0
7988,18.0,False,TRAPPIST-1e,0.0,Earth,0.0,7.0,717.0,False,False,0.0
5311,18.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7931,38.0,False,55 Cancri e,0.0,Mars,1161.0,19.0,0.0,False,False,0.0
6543,35.0,False,TRAPPIST-1e,4389.0,Mars,1719.0,1015.0,0.0,True,False,14.0
3402,27.0,False,TRAPPIST-1e,0.0,Earth,42.0,671.0,71.0,False,False,0.0
1202,19.0,False,TRAPPIST-1e,0.0,Earth,6.0,1.0,714.0,False,False,0.0
7237,3.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
4294,23.0,False,TRAPPIST-1e,493.0,Mars,176.0,169.0,0.0,False,False,1023.0
1434,13.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
3904,13.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
6200,68.0,True,55 Cancri e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
3700,3.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2962,20.0,False,55 Cancri e,596.0,Europa,11.0,0.0,3583.0,False,False,266.0
6053,18.0,False,PSO J318.5-22,0.0,Earth,0.0,1720.0,1.0,True,False,0.0
5741,36.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
2968,22.0,False,TRAPPIST-1e,0.0,Mars,715.0,726.0,325.0,False,False,0.0
5379,19.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,5381.0,False,False,139.0
6657,31.0,False,TRAPPIST-1e,0.0,Earth,0.0,717.0,0.0,False,False,0.0
8173,27.0,False,TRAPPIST-1e,226.0,Earth,22.0,0.0,0.0,False,False,633.0
7189,27.0,False,TRAPPIST-1e,6.0,Europa,0.0,0.0,7786.0,False,False,0.0
4330,40.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
3515,30.0,False,TRAPPIST-1e,0.0,Earth,513.0,0.0,0.0,False,False,317.0
4216,46.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2364,41.0,False,55 Cancri e,12809.0,Europa,0.0,2.0,2835.0,True,False,1514.0
8434,19.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2537,54.0,False,TRAPPIST-1e,5876.0,Europa,0.0,0.0,0.0,True,False,914.0
642,25.0,False,TRAPPIST-1e,0.0,Earth,1.0,38.0,7.0,False,False,740.0
1567,57.0,False,TRAPPIST-1e,62.0,Europa,0.0,0.0,2136.0,False,False,178.0
835,25.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
5150,21.0,False,55 Cancri e,0.0,Mars,4027.0,47.0,83.0,False,False,0.0
4874,35.0,False,TRAPPIST-1e,725.0,Europa,0.0,3415.0,0.0,False,False,1.0
1624,20.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
4329,14.0,False,55 Cancri e,166.0,Earth,0.0,603.0,1.0,True,False,0.0
5746,1.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2714,0.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
1952,40.0,False,TRAPPIST-1e,0.0,Earth,51.0,1.0,368.0,True,False,509.0
4480,22.0,False,TRAPPIST-1e,669.0,Earth,0.0,121.0,0.0,True,False,56.0
3938,37.0,False,TRAPPIST-1e,886.0,Earth,0.0,0.0,58.0,False,False,441.0
5910,33.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
6196,61.0,False,TRAPPIST-1e,0.0,Mars,1143.0,580.0,0.0,False,False,0.0
8652,36.0,False,TRAPPIST-1e,5600.0,Europa,0.0,715.0,2868.0,True,True,971.0
864,30.0,False,TRAPPIST-1e,760.0,Europa,0.0,234.0,2761.0,False,False,81.0
1476,16.0,False,PSO J318.5-22,1519.0,Earth,0.0,0.0,0.0,False,False,766.0
3732,5.0,False,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
4398,21.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6816,37.0,False,TRAPPIST-1e,3434.0,Europa,300.0,0.0,1.0,True,False,171.0
8424,41.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
3620,27.0,False,TRAPPIST-1e,0.0,Mars,847.0,4.0,0.0,False,False,1.0
4501,21.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
4751,19.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
6360,29.0,False,TRAPPIST-1e,316.0,Earth,0.0,0.0,0.0,True,False,338.0
774,0.0,False,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
1763,0.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6836,54.0,False,55 Cancri e,316.0,Europa,0.0,1.0,2038.0,False,True,388.0
7384,29.0,False,55 Cancri e,68.0,Earth,46.0,589.0,88.0,True,False,0.0
6258,44.0,False,TRAPPIST-1e,0.0,Earth,1175.0,13.0,642.0,False,False,498.0
508,24.0,False,55 Cancri e,691.0,Earth,930.0,838.0,0.0,False,False,0.0
6785,19.0,False,TRAPPIST-1e,0.0,Mars,862.0,5.0,2032.0,False,False,0.0
1471,62.0,False,TRAPPIST-1e,15.0,Earth,877.0,0.0,0.0,False,False,1.0
3996,19.0,False,TRAPPIST-1e,265.0,Earth,0.0,882.0,2.0,False,False,293.0
1857,3.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
8644,24.0,False,TRAPPIST-1e,639.0,Mars,745.0,977.0,4.0,False,False,0.0
3678,51.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,544.0,False,False,12.0
5376,32.0,False,55 Cancri e,764.0,Europa,70.0,724.0,547.0,False,False,1297.0
4523,1.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2889,12.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
490,46.0,False,TRAPPIST-1e,1119.0,Europa,0.0,0.0,3427.0,False,False,6595.0
8323,4.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6345,25.0,False,TRAPPIST-1e,280.0,Mars,0.0,714.0,0.0,False,True,0.0
3322,19.0,False,55 Cancri e,336.0,Earth,0.0,508.0,1.0,True,False,0.0
7545,33.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,False,False,0.0
5684,15.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7124,18.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,1586.0,False,False,0.0
2052,37.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
1562,21.0,False,TRAPPIST-1e,0.0,Earth,0.0,218.0,109.0,False,False,5321.0
8087,19.0,False,TRAPPIST-1e,0.0,Mars,1146.0,3.0,0.0,False,False,0.0
6973,23.0,False,TRAPPIST-1e,1089.0,Earth,0.0,311.0,0.0,True,False,0.0
8614,32.0,False,TRAPPIST-1e,909.0,Europa,1003.0,0.0,0.0,False,True,15.0
8435,32.0,True,55 Cancri e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
7675,18.0,False,TRAPPIST-1e,2.0,Earth,539.0,3.0,900.0,False,False,0.0
6219,26.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,False,False,0.0
1895,15.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
852,24.0,False,TRAPPIST-1e,0.0,Earth,47.0,10.0,139.0,False,False,1406.0
4248,37.0,False,55 Cancri e,0.0,Earth,426.0,2.0,194.0,False,False,308.0
2142,19.0,False,55 Cancri e,0.0,Europa,0.0,0.0,0.0,False,False,8195.0
2389,42.0,False,TRAPPIST-1e,3024.0,Europa,2.0,0.0,89.0,True,False,10.0
7052,19.0,False,TRAPPIST-1e,789.0,Earth,0.0,0.0,0.0,False,False,0.0
6535,24.0,False,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,False,False,0.0
5421,46.0,False,TRAPPIST-1e,7.0,Earth,183.0,637.0,182.0,True,False,5.0
3727,58.0,False,TRAPPIST-1e,0.0,Earth,0.0,970.0,0.0,True,False,0.0
5450,21.0,True,55 Cancri e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
5547,36.0,False,TRAPPIST-1e,6.0,Europa,0.0,0.0,1.0,False,False,1407.0
7749,38.0,False,TRAPPIST-1e,1144.0,Mars,86.0,783.0,0.0,True,False,0.0
5125,21.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
253,19.0,False,TRAPPIST-1e,0.0,Earth,0.0,2078.0,0.0,True,False,0.0
6748,20.0,False,TRAPPIST-1e,479.0,Earth,415.0,0.0,1019.0,False,False,239.0
7019,27.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
5797,6.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
6300,48.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
6912,14.0,False,TRAPPIST-1e,22.0,Earth,399.0,458.0,506.0,False,False,187.0
1636,20.0,False,55 Cancri e,808.0,Earth,1.0,0.0,0.0,True,False,0.0
4202,28.0,False,TRAPPIST-1e,0.0,Mars,3559.0,0.0,13.0,False,False,2.0
1747,35.0,False,55 Cancri e,3441.0,Europa,95.0,0.0,391.0,False,False,318.0
2152,22.0,False,TRAPPIST-1e,297.0,Europa,0.0,3.0,676.0,False,False,2924.0
723,23.0,False,TRAPPIST-1e,0.0,Mars,755.0,121.0,0.0,False,False,0.0
1088,32.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
650,38.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
1815,57.0,False,TRAPPIST-1e,0.0,Mars,975.0,295.0,39.0,False,True,0.0
6169,27.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
1595,27.0,False,TRAPPIST-1e,1234.0,Mars,3482.0,1155.0,0.0,False,False,0.0
7904,25.0,False,TRAPPIST-1e,0.0,Earth,1.0,1.0,14.0,False,False,1491.0
4495,23.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
330,24.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
1777,5.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
929,17.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
6002,48.0,False,TRAPPIST-1e,2108.0,Earth,410.0,0.0,0.0,True,False,0.0
2847,26.0,False,TRAPPIST-1e,0.0,Europa,0.0,8.0,21.0,False,False,6023.0
1398,63.0,False,PSO J318.5-22,287.0,Earth,356.0,0.0,0.0,False,False,248.0
5325,34.0,False,TRAPPIST-1e,0.0,Earth,233.0,0.0,1054.0,False,False,156.0
327,61.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
4918,57.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
3291,25.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
6826,24.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
8027,37.0,False,TRAPPIST-1e,3.0,Earth,210.0,601.0,1.0,False,False,68.0
6717,1.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
80,43.0,False,TRAPPIST-1e,0.0,Earth,211.0,0.0,638.0,False,False,513.0
139,41.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,607.0
1147,1.0,False,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7604,24.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
4138,47.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
8685,0.0,False,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
2972,23.0,False,TRAPPIST-1e,1573.0,Earth,0.0,0.0,36.0,True,False,0.0
5265,19.0,False,TRAPPIST-1e,785.0,Earth,0.0,0.0,0.0,True,False,19.0
1945,40.0,False,TRAPPIST-1e,10.0,Europa,19.0,1.0,4759.0,False,False,6007.0
6204,29.0,False,TRAPPIST-1e,4900.0,Europa,19.0,6.0,6324.0,False,False,2056.0
7716,19.0,False,TRAPPIST-1e,666.0,Earth,5.0,0.0,123.0,False,False,440.0
3096,19.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
7134,28.0,False,55 Cancri e,136.0,Mars,2484.0,42.0,0.0,False,False,0.0
2194,31.0,False,55 Cancri e,0.0,Earth,1.0,2.0,605.0,False,False,0.0
3489,18.0,False,TRAPPIST-1e,0.0,Earth,64.0,3.0,3440.0,False,False,5.0
2773,49.0,False,PSO J318.5-22,0.0,Earth,0.0,0.0,160.0,False,False,528.0
213,21.0,False,TRAPPIST-1e,2.0,Earth,0.0,665.0,0.0,False,False,9.0
6182,12.0,False,55 Cancri e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
7933,31.0,False,55 Cancri e,280.0,Europa,8243.0,0.0,3220.0,False,True,2285.0
1569,37.0,False,TRAPPIST-1e,2390.0,Europa,0.0,0.0,1306.0,False,False,0.0
4496,53.0,False,TRAPPIST-1e,11552.0,Europa,50.0,0.0,2998.0,False,False,4334.0
2398,24.0,False,TRAPPIST-1e,676.0,Earth,19.0,0.0,26.0,False,False,0.0
3877,27.0,False,TRAPPIST-1e,0.0,Mars,661.0,991.0,46.0,True,True,0.0
8598,26.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
8122,27.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
3212,36.0,True,55 Cancri e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
3738,4.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
5787,33.0,False,55 Cancri e,3095.0,Europa,0.0,0.0,197.0,True,True,40.0
8293,36.0,False,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,False,True,0.0
2577,15.0,False,55 Cancri e,0.0,Earth,254.0,10.0,180.0,False,False,0.0
3908,44.0,False,55 Cancri e,588.0,Europa,36.0,0.0,1675.0,False,False,3597.0
6293,20.0,False,TRAPPIST-1e,25.0,Earth,402.0,9.0,373.0,False,False,0.0
4264,0.0,False,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
4961,27.0,False,55 Cancri e,7.0,Earth,3905.0,0.0,4.0,False,False,53.0
804,32.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
4538,30.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
5144,23.0,False,TRAPPIST-1e,551.0,Earth,0.0,59.0,720.0,False,False,14.0
7797,45.0,False,PSO J318.5-22,49.0,Europa,0.0,0.0,4864.0,False,True,3902.0
6807,27.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,True,0.0
6325,30.0,False,TRAPPIST-1e,0.0,Europa,0.0,335.0,143.0,True,False,764.0
840,23.0,True,55 Cancri e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
8505,55.0,False,TRAPPIST-1e,0.0,Earth,1.0,58.0,0.0,True,False,802.0
1683,21.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,False,False,0.0
328,24.0,False,TRAPPIST-1e,0.0,Earth,0.0,592.0,177.0,True,False,58.0
6507,32.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
1220,22.0,False,TRAPPIST-1e,0.0,Earth,0.0,675.0,5.0,True,False,0.0
6854,21.0,False,TRAPPIST-1e,1.0,Earth,1046.0,0.0,1.0,False,False,0.0
497,22.0,False,TRAPPIST-1e,5.0,Earth,0.0,0.0,320.0,False,False,352.0
1328,17.0,False,TRAPPIST-1e,0.0,Mars,36.0,1013.0,0.0,False,False,0.0
13,48.0,False,TRAPPIST-1e,1.0,Earth,719.0,65.0,0.0,False,False,24.0
7947,19.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
8030,25.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
1972,20.0,False,55 Cancri e,0.0,Earth,1.0,0.0,4926.0,False,False,1.0
4371,47.0,False,TRAPPIST-1e,370.0,Earth,0.0,0.0,380.0,False,False,38.0
7156,27.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
379,22.0,False,55 Cancri e,1170.0,Europa,0.0,0.0,5467.0,False,False,1241.0
3535,13.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
5454,39.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
2565,27.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6264,27.0,False,TRAPPIST-1e,1891.0,Europa,0.0,0.0,2167.0,False,False,0.0
7596,20.0,False,55 Cancri e,279.0,Earth,97.0,0.0,301.0,False,False,39.0
169,2.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
3044,52.0,False,55 Cancri e,6074.0,Europa,13.0,0.0,10385.0,False,False,299.0
6431,16.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7395,39.0,False,TRAPPIST-1e,0.0,Earth,472.0,0.0,173.0,False,False,0.0
5808,27.0,False,55 Cancri e,10.0,Europa,3478.0,0.0,105.0,False,False,2383.0
1458,47.0,False,TRAPPIST-1e,7.0,Earth,12.0,0.0,720.0,True,False,0.0
